timestamp,hook,category,surface_key,surface_label,action,status,value,message
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,ReadState:before,READ_OK,AdjacencyCondition=NotAdjacentToGround; IsInternalPartition=False; InternalPartitionType=-1,HardAttributes=WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,SetAttribute:Adjacency,WRITE_OK,3,Set Adjacency=3.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,Verify:Adjacency,VERIFY_FAIL,3,AdjacencyCondition=NotAdjacentToGround; Adjacency=3
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,SetAttribute:Adjacency,WRITE_OK,3-Adiabatic,Set Adjacency=3-Adiabatic.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,Verify:Adjacency,VERIFY_FAIL,3-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=3-Adiabatic
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,SetAttribute:Adjacency,WRITE_OK,Adiabatic,Set Adjacency=Adiabatic.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,Verify:Adjacency,VERIFY_FAIL,Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=Adiabatic
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,SetAttribute:Adjacency,WRITE_OK,4-Adiabatic,Set Adjacency=4-Adiabatic.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_11,Surface,Verify:Adjacency,VERIFY_FAIL,4-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=4-Adiabatic
2026-05-12T18:12:32,before_energy_idf_generation,surface_match,surface_17,Surface,match,MATCH_TARGET,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,Surface selected for UI Adjacency attempt. target=APARTMENT_A_NEW_PK_PB_WALL_10; reason=unique_zone_area; area=17.144
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,ReadState:before,READ_OK,AdjacencyCondition=NotAdjacentToGround; IsInternalPartition=False; InternalPartitionType=-1,HardAttributes=WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,SetAttribute:Adjacency,WRITE_OK,3,Set Adjacency=3.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,Verify:Adjacency,VERIFY_FAIL,3,AdjacencyCondition=NotAdjacentToGround; Adjacency=3
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,SetAttribute:Adjacency,WRITE_OK,3-Adiabatic,Set Adjacency=3-Adiabatic.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,Verify:Adjacency,VERIFY_FAIL,3-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=3-Adiabatic
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,SetAttribute:Adjacency,WRITE_OK,Adiabatic,Set Adjacency=Adiabatic.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,Verify:Adjacency,VERIFY_FAIL,Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=Adiabatic
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,SetAttribute:Adjacency,WRITE_OK,4-Adiabatic,Set Adjacency=4-Adiabatic.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:32,before_energy_idf_generation,surface_adjacency_ui,surface_17,Surface,Verify:Adjacency,VERIFY_FAIL,4-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=4-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_match,surface_24,Surface,match,MATCH_TARGET,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,Surface selected for UI Adjacency attempt. target=APARTMENT_A_NEW_PK_PB_WALL_09; reason=unique_zone_area; area=4.752
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,ReadState:before,READ_OK,AdjacencyCondition=NotAdjacentToGround; IsInternalPartition=False; InternalPartitionType=-1,HardAttributes=WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,SetAttribute:Adjacency,WRITE_OK,3,Set Adjacency=3.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,Verify:Adjacency,VERIFY_FAIL,3,AdjacencyCondition=NotAdjacentToGround; Adjacency=3
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,SetAttribute:Adjacency,WRITE_OK,3-Adiabatic,Set Adjacency=3-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,Verify:Adjacency,VERIFY_FAIL,3-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=3-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,SetAttribute:Adjacency,WRITE_OK,Adiabatic,Set Adjacency=Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,Verify:Adjacency,VERIFY_FAIL,Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,SetAttribute:Adjacency,WRITE_OK,4-Adiabatic,Set Adjacency=4-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_24,Surface,Verify:Adjacency,VERIFY_FAIL,4-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=4-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_match,surface_29,Surface,match,MATCH_TARGET,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,Surface selected for UI Adjacency attempt. target=APARTMENT_A_NEW_WC_02_WALL_04; reason=unique_zone_area; area=6.666
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,ReadState:before,READ_OK,AdjacencyCondition=NotAdjacentToGround; IsInternalPartition=False; InternalPartitionType=-1,HardAttributes=WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,SetAttribute:Adjacency,WRITE_OK,3,Set Adjacency=3.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,Verify:Adjacency,VERIFY_FAIL,3,AdjacencyCondition=NotAdjacentToGround; Adjacency=3
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,SetAttribute:Adjacency,WRITE_OK,3-Adiabatic,Set Adjacency=3-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,Verify:Adjacency,VERIFY_FAIL,3-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=3-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,SetAttribute:Adjacency,WRITE_OK,Adiabatic,Set Adjacency=Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,Verify:Adjacency,VERIFY_FAIL,Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,SetAttribute:Adjacency,WRITE_OK,4-Adiabatic,Set Adjacency=4-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_29,Surface,Verify:Adjacency,VERIFY_FAIL,4-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=4-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_match,surface_32,Surface,match,MATCH_TARGET,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,Surface selected for UI Adjacency attempt. target=APARTMENT_A_NEW_WC_02_WALL_03; reason=unique_zone_area; area=6.287
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,ReadState:before,READ_OK,AdjacencyCondition=NotAdjacentToGround; IsInternalPartition=False; InternalPartitionType=-1,HardAttributes=WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,SetAttribute:Adjacency,WRITE_OK,3,Set Adjacency=3.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,Verify:Adjacency,VERIFY_FAIL,3,AdjacencyCondition=NotAdjacentToGround; Adjacency=3
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,SetAttribute:Adjacency,WRITE_OK,3-Adiabatic,Set Adjacency=3-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,Verify:Adjacency,VERIFY_FAIL,3-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=3-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,SetAttribute:Adjacency,WRITE_OK,Adiabatic,Set Adjacency=Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,Verify:Adjacency,VERIFY_FAIL,Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,SetAttribute:Adjacency,WRITE_OK,4-Adiabatic,Set Adjacency=4-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_32,Surface,Verify:Adjacency,VERIFY_FAIL,4-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=4-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_match,surface_39,Surface,match,MATCH_TARGET,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,Surface selected for UI Adjacency attempt. target=APARTMENT_A_NEW_PN_02_WALL_05; reason=unique_zone_area; area=12.771
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,ReadState:before,READ_OK,AdjacencyCondition=NotAdjacentToGround; IsInternalPartition=False; InternalPartitionType=-1,HardAttributes=WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;Adjacency;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,SetAttribute:Adjacency,WRITE_OK,3,Set Adjacency=3.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,Verify:Adjacency,VERIFY_FAIL,3,AdjacencyCondition=NotAdjacentToGround; Adjacency=3
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,SetAttribute:Adjacency,WRITE_OK,3-Adiabatic,Set Adjacency=3-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,Verify:Adjacency,VERIFY_FAIL,3-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=3-Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,SetAttribute:Adjacency,WRITE_OK,Adiabatic,Set Adjacency=Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,Verify:Adjacency,VERIFY_FAIL,Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=Adiabatic
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,SetAttribute:Adjacency,WRITE_OK,4-Adiabatic,Set Adjacency=4-Adiabatic.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,UpdateTileAttributes,PASS,,Method completed.
2026-05-12T18:12:33,before_energy_idf_generation,surface_adjacency_ui,surface_39,Surface,Verify:Adjacency,VERIFY_FAIL,4-Adiabatic,AdjacencyCondition=NotAdjacentToGround; Adjacency=4-Adiabatic
