surface_key,surface_label,context,is_candidate,matches_manifest_target,adjacency_condition,is_internal_partition,internal_partition_type,hard_attributes,match_keys
surface_11,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXLOGI,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXLOGI;UNKNOWN;UNKNOWN
surface_12,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXLOGI,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXLOGI;UNKNOWN;UNKNOWN
surface_13,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXLOGI,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXLOGI;UNKNOWN;UNKNOWN
surface_14,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXLOGI,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXLOGI;UNKNOWN;UNKNOWN
surface_15,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_16,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_17,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_18,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_19,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_20,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_21,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_22,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_23,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_24,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_25,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_26,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPKXP,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPKXP;UNKNOWN;UNKNOWN
surface_27,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_28,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_29,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_30,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_31,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_32,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0;UNKNOWN;UNKNOWN
surface_33,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_34,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_35,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_36,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_37,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_38,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_39,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXPNX0Q1,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXPNX0Q1;UNKNOWN;UNKNOWN
surface_40,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,no,no,AdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;CombinedGroundFloorConstr;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_41,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,no,no,NotAdjacentToGround,False,-1,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;CombinedFlatRoofConstr;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_42,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_43,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_44,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,False,-1,WallConstr;Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;gbXMLExternalConstructionName;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
surface_45,Surface,Building > BuildingBlock > UNKNOWN | BLOCK1:APARTMENTXAXNEWXWCX0Q1,yes,no,NotAdjacentToGround,True,Solid,Title;WindAngle315;WindAngle90;gbXMLSurfaceType;WindAngle135;WindAngle225;InternalWallConstr;SSEPObjectIDCInOP;SSEPObjectNameInOP;WindAngle180;gbXMLInternalConstructionName;SSEPObjectAreaInOP;WindAngle45;WindAngle0;WindAngle270,UNKNOWN;BLOCK1:APARTMENTXAXNEWXWCX0Q1;UNKNOWN;UNKNOWN
